title,authors,num_citations,pub_year,pub_id,abstract
Recurrent triple-negative breast cancer (TNBC) tissues contain a higher amount of phosphatidylcholine (32:1) than non-recurrent TNBC tissues,"[{'authorId': '31282729', 'name': 'Y. Hosokawa'}, {'authorId': '35342641', 'name': 'N. Masaki'}, {'authorId': '6028269', 'name': 'S. Takei'}, {'authorId': '48593857', 'name': 'Makoto Horikawa'}, {'authorId': '38699088', 'name': 'Shoko Matsushita'}, {'authorId': '145603828', 'name': 'Eiji Sugiyama'}, {'authorId': '6075808', 'name': 'H. Ogura'}, {'authorId': '4960082', 'name': 'N. Shiiya'}, {'authorId': '48560341', 'name': 'M. Setou'}]",42,2017,29c4472c84a435efaac79b2c832c2487caa192b6,"Triple-negative breast cancer (TNBC) is one of the breast cancer subtype that displays a high risk of early recurrence and short overall survival. Improvement of the prognosis of patients with TNBC requires identifying a predictive factor of recurrence, which would make it possible to provide beneficial personalized treatment. However, no clinically reliable predictive factor is currently known. In this study, we investigated the predictive factor of recurrence in TNBC using matrix-assisted laser desorption/ionization-imaging mass spectrometry for lipid profiling of breast cancer specimens obtained from three and six patients with recurrent and non-recurrent TNBC, respectively. The signal for phosphatidylcholine (PC) (32:1) at m/z 732.5 was significantly higher in the recurrence group compared to the non-recurrence group (P = 0.024). PC (32:1) was more abundant in the cancer epithelial area than it was in the surrounding stroma, suggesting that abnormal lipid metabolism was associated with malignant transformation. Our results indicate PC (32:1) as a candidate predictive factor of TNBC recurrence. A future prospective study investigating whether personalized therapy based on PC (32:1) intensity improves the prognosis of patients with TNBC is recommended."
Abstract 2859: Inhibition of PD-L1 by MPDL3280A leads to clinical activity in patients with metastatic triple-negative breast cancer (TNBC),"[{'authorId': '4521911', 'name': 'L. Emens'}, {'authorId': '6883081', 'name': 'F. Braiteh'}, {'authorId': '4152210', 'name': 'P. Cassier'}, {'authorId': '77292774', 'name': 'J. Delord'}, {'authorId': '49700874', 'name': 'J. Eder'}, {'authorId': '6800714', 'name': 'M. Fassò'}, {'authorId': '49693432', 'name': 'Yuanyuan Xiao'}, {'authorId': '2152544037', 'name': 'Yan V. Wang'}, {'authorId': '2190435', 'name': 'L. Molinero'}, {'authorId': '32534922', 'name': 'Daniel S. Chen'}, {'authorId': '2101923', 'name': 'I. Krop'}]",192,2015,39eca58f0d648e2097b470fde39cdafd9a21f91e,"Proceedings: AACR 106th Annual Meeting 2015; April 18-22, 2015; Philadelphia, PA

Introduction: TNBC is a mutationally complex breast cancer subtype with poor prognosis and no current targeted therapy options. Compared with other intrinsic breast cancer subtypes, TNBC has higher programmed death-ligand 1 (PD-L1) expression levels, which may hinder antitumor T-cell responses. MPDL3280A is a monoclonal anti-PDL1 antibody, engineered for optimized efficacy and safety, that blocks signaling through the PD-L1/PD-1 and PD-L1/B7.1 pathways.

Methods: MPDL3280A was tested in a metastatic TNBC expansion cohort as part of a multicenter Phase Ia study. Pts received MPDL3280A at 15 mg/kg, 20 mg/kg or 1200 mg flat dose IV q3w. AEs were summarized for the safety follow-up duration from the first dose to 30 days after the last dose before the clinical cutoff on Sept 2, 2014. Responses were assessed by RECIST v1.1 criteria in pts who received MPDL3280A by Jul 21, 2014, evaluable for efficacy (≥ 6-wk follow-up). PD-L1 expression on tumor-infiltrating immune cells (ICs) at baseline was centrally evaluated by IHC in archival or fresh biopsies, and pts were scored as PD-L1 IHC (IC) 0, 1, 2 or 3. Peripheral biomarkers were assayed using FACS and multiplex immunoassays.

Results: In the TNBC cohort, 27 pts were selectively enrolled. These pts had a median age of 48 y (29-82 y) and were evaluable for safety; 52% had ECOG PS 0 and 44% had ECOG PS 1. Visceral and bone metastases were present at baseline in 59% and 11% of pts, respectively. In addition, 85% received ≥ 4 prior systemic regimens (neoadjuvant, adjuvant or metastatic), including anthracyclines (78%), taxanes (82%) and platinum agents (15% cisplatin, 41% carboplatin). All-grade treatment-related AEs occurred in 67% of pts, most frequently fatigue (22%), pyrexia (15%), neutropenia (15%) and nausea (15%). 11% of pts experienced a Grade 3-5 related AE (5 Grade 3 events: adrenal insufficiency, neutropenia, nausea, vomiting, decreased WBC count; 1 Grade 5 pulmonary hypertension event in a pt with an atrial septal defect). Among 21 efficacy-evaluable PD-L1 IHC 2 or 3 pts (13 IHC 2 and 8 IHC 3), the unconfirmed RECIST ORR was 24% (95% CI, 8% to 47%); 3 PRs and 2 CRs were observed. Response duration ranged from 0.1+ to 41.6+ wks, with the median not yet reached. Pts with evidence of durable nonclassical responses suggestive of pseudoprogression were also observed. Overall, the 24-wk PFS rate was 33% (95% CI, 12% to 53%). Biomarker analysis revealed transient elevation of plasma cytokines and proliferating CD8 cells following MPDL3280A treatment. Updated clinical data, including PD-L1-negative pts, will be presented.

Conclusions: MPDL3280A was generally well tolerated and demonstrated promising efficacy in pretreated metastatic PD-L1 IHC 2 or 3 TNBC pts. Furthermore, circulating biomarker analyses revealed pharmacodynamic responses to MPDL3280A. Clinical evaluation of MPDL3280A in metastatic PD-L1 IHC 0 or 1 TNBC is ongoing ([NCT01375842][1]).

Citation Format: Leisha A. Emens, Fadi S. Braiteh, Philippe Cassier, Jean-Pierre Delord, Joseph Paul Eder, Marcella Fasso, Yuanyuan Xiao, Yan Wang, Luciana Molinero, Daniel S. Chen, Ian Krop. Inhibition of PD-L1 by MPDL3280A leads to clinical activity in patients with metastatic triple-negative breast cancer (TNBC). [abstract]. In: Proceedings of the 106th Annual Meeting of the American Association for Cancer Research; 2015 Apr 18-22; Philadelphia, PA. Philadelphia (PA): AACR; Cancer Res 2015;75(15 Suppl):Abstract nr 2859. doi:10.1158/1538-7445.AM2015-2859

 [1]: /lookup/external-ref?link_type=CLINTRIALGOV&access_num=NCT01375842&atom=%2Fcanres%2F75%2F15_Supplement%2F2859.atom"
Dasatinib inhibits c-src phosphorylation and prevents the proliferation of Triple-Negative Breast Cancer (TNBC) cells which overexpress Syndecan-Binding Protein (SDCBP),"[{'authorId': '50769196', 'name': 'X. Qian'}, {'authorId': '2155662591', 'name': 'Jun Zhang'}, {'authorId': '2112727960', 'name': 'Pei Li'}, {'authorId': '4513155', 'name': 'Rong-gang Lang'}, {'authorId': '2108663479', 'name': 'Weidong Li'}, {'authorId': '145959465', 'name': 'Hui Sun'}, {'authorId': '2194862', 'name': 'Fangfang Liu'}, {'authorId': '2445264', 'name': 'Xiaojing Guo'}, {'authorId': '144948112', 'name': 'Feng Gu'}, {'authorId': '144883666', 'name': 'L. Fu'}]",36,2017,762cc264ccf2a9d7748d636a1384528b1b6bc999,"Triple negative breast cancer (TNBC) progresses rapidly but lacks effective targeted therapies. Our previous study showed that downregulating syndecan-binding protein (SDCBP) in TNBC inhibits the proliferation of TNBC cells. Dasatinib is a new small-molecule inhibitor of c-src phosphorylation. The aim of this study was to investigate if SDCBP is a potential marker to indicate whether a TNBC is suitable for dasatinib therapy. This study applied co-immunoprecipitation to identify the interaction between SDCBP and c-src in TNBC cell lines. In addition, immunohistochemistry was used to investigate SDCBP and tyrosine-419 phosphorylated c-src (p-c-src-Y419) expression in TNBC tissues. SDCBP-overexpressing MDA-MB-231 cells were then constructed to evaluate the effects of dasatinib on SDCBP-induced TNBC progression in vitro and tumor formation in nude mice. We found wild-type SDCBP interacted with c-src and promoted the phosphorylation of c-src; this phosphorylation was completely blocked by dasatinib. SDCBP lacking the PDZ domain had no such effect. Among the 52 consecutive random TNBC cases examined, the expression of SDCBP was consistent with that of p-c-src-Y419, and positively correlated with histological grading or Ki-67 levels. SDCBP overexpression significantly accelerated the proliferation and cell cycle progression of the TNBC cell line MDA-MB-231; these effects were prevented by dasatinib treatment. However, the subsequent inhibition of p27 expression partially restored the proliferation and viability of the TNBC cells. The results of this study suggest that SDCBP interacts with c-src, regulates G1/S in TNBC cells, and enhances tumor cell proliferation by promoting the tyrosine phosphorylation of c-src at residue 419. Dasatinib inhibits such phosphorylation and blocks SDCBP-induced cell cycle progression. Therefore, SDCBP might be an important marker for identifying TNBC cases that are suitable for dasatinib therapy."
Nomograms for Predicting the Prognostic Value of Pre-Therapeutic CA15-3 and CEA Serum Levels in TNBC Patients,"[{'authorId': '5999655', 'name': 'Danian Dai'}, {'authorId': '2152688197', 'name': 'Bo Chen'}, {'authorId': '5989429', 'name': 'Hailin Tang'}, {'authorId': None, 'name': 'Bin Wang'}, {'authorId': '12144677', 'name': 'Zhi-ping Zhao'}, {'authorId': '145104390', 'name': 'Xiaoming Xie'}, {'authorId': '7736924', 'name': 'Weidong Wei'}]",31,2016,3c9697e5f85281776f505f03fc8e934037777e02,"Previous studies have indicated that carcinoembryonic antigen (CEA) and cancer antigen 15–3 (CA15-3) levels are both independent prognostic factors in breast cancer. However, the utility of CEA and CA15-3 levels as conventional cancer biomarkers in patients with triple-negative breast cancer (TNBC) remains controversial. The current study was performed to explore the predictive value of pre-therapeutic serum CEA and CA15-3 levels, and nomograms were developed including these serum cancer biomarkers to improve the prognostic evaluation of TNBC patients. Pre-therapeutic CA15-3 and CEA concentrations were measured in 247 patients with stage I–IV TNBC. Kaplan-Meier analysis showed that TNBC patients with high levels of both CEA and CA15-3 had shorter overall survival (OS) and disease-free survival (DFS) rates than those in the low-level groups (p<0.05). Multivariate analysis suggested that pre-therapeutic CA15-3 and CEA levels are independent predictive elements for OS (p = 0.022 and p = 0.040, respectively) and DFS (p = 0.023 and p = 0.028, respectively). In addition, novel nomograms were established and validated to provide personal forecasts of OS and DFS for patients with TNBC. These novel nomograms may help physicians to select the optimal treatment plans to ensure the best outcomes for TNBC patients."
MiR-27a Modulates Radiosensitivity of Triple-Negative Breast Cancer (TNBC) Cells by Targeting CDC27,"[{'authorId': '46300922', 'name': 'Yong-qiang Ren'}, {'authorId': '2083632068', 'name': 'Fengkui Fu'}, {'authorId': '1780602', 'name': 'Jianjun Han'}]",54,2015,57bc34cf82d275ac24009ca2858f1c180c4cc42c,"Background MiR-27a is significantly overexpressed in triple-negative breast cancer (TNBC). However, the exact biological function of MiR-27a in TNBC is not fully understood. In this study, we verified miR-27a expression in TNBC cells and explored how its overexpression modulates radiosensitivity of the cells. Material/Method qRT-PCR analysis was performed to study miR-27a expression in TNBC lines MDA-MB-435 and MDA-MB-231 and in normal human breast epithelial cell line MCF10A. Dual luciferase assay was performed to verify a putative downstream target of miR-27a, CDC27. CCK-8 assay was used to assess the influence of miR-27a-CDC27 axis on cell proliferation under irradiation (IR) treatment. Results We confirmed significantly higher miR-27a expression in 2 TNBC cell lines – MDA-MB-435 and MDA-MB-231 – than in human breast epithelial cell line MCF10A. miR-27a could modulate proliferation and radiosensitivity of TNBC cells. CDC-27 is a direct target of miR-27a and its downregulation conferred increased radioresistance of the cells. Conclusions The miR-27a-CDC27 axis might play an important role in modulating response to radiotherapy in TNBC cells. Testing miR-27a expression might be a useful way to identify a subgroup of patients who will benefit from an IR-based therapeutic approach."
Cabozantinib (XL184) Inhibits Growth and Invasion of Preclinical TNBC Models,"[{'authorId': '6035797', 'name': 'M. Sameni'}, {'authorId': '4537012', 'name': 'Elizabeth A. Tovar'}, {'authorId': '6175592', 'name': 'Curt J. Essenburg'}, {'authorId': '3656257', 'name': 'A. Chalasani'}, {'authorId': '8738258', 'name': 'E. Linklater'}, {'authorId': '50573611', 'name': 'Andrew S Borgman'}, {'authorId': '2314639', 'name': 'David Cherba'}, {'authorId': '3854060', 'name': 'Arulselvi Anbalagan'}, {'authorId': '3859167', 'name': 'M. Winn'}, {'authorId': '6409331', 'name': 'Carrie Graveel'}, {'authorId': '5697550', 'name': 'Bonnie F. Sloane'}]",44,2015,272f6bc314c922c62b07e48784119a7ee446e23c,"Purpose: Triple-negative breast cancer (TNBC) is an aggressive breast cancer subtype that is associated with poor clinical outcome. There is a vital need for effective targeted therapeutics for TNBC patients, yet treatment strategies are challenged by the significant intertumoral heterogeneity within the TNBC subtype and its surrounding microenvironment. Receptor tyrosine kinases (RTK) are highly expressed in several TNBC subtypes and are promising therapeutic targets. In this study, we targeted the MET receptor, which is highly expressed across several TNBC subtypes. Experimental Design: Using the small-molecule inhibitor cabozantinib (XL184), we examined the efficacy of MET inhibition in preclinical models that recapitulate human TNBC and its microenvironment. To analyze the dynamic interactions between TNBC cells and fibroblasts over time, we utilized a 3D model referred to as MAME (Mammary Architecture and Microenvironment Engineering) with quantitative image analysis. To investigate cabozantinib inhibition in vivo, we used a novel xenograft model that expresses human HGF and supports paracrine MET signaling. Results: XL184 treatment of MAME cultures of MDA-MB-231 and HCC70 cells (± HGF-expressing fibroblasts) was cytotoxic and significantly reduced multicellular invasive outgrowths, even in cultures with HGF-expressing fibroblasts. Treatment with XL184 had no significant effects on METneg breast cancer cell growth. In vivo assays demonstrated that cabozantinib treatment significantly inhibited TNBC growth and metastasis. Conclusions: Using preclinical TNBC models that recapitulate the breast tumor microenvironment, we demonstrate that cabozantinib inhibition is an effective therapeutic strategy in several TNBC subtypes. Clin Cancer Res; 22(4); 923–34. ©2015 AACR."
The pan-PI3K inhibitor GDC-0941 activates canonical WNT signaling to confer resistance in TNBC cells: resistance reversal with WNT inhibitor,"[{'authorId': '122972925', 'name': 'Huey-En Tzeng'}, {'authorId': '46554492', 'name': 'Lixin Yang'}, {'authorId': '50053867', 'name': 'Kemin Chen'}, {'authorId': '153709759', 'name': 'Yafan Wang'}, {'authorId': '46398283', 'name': 'Yun-Ru Liu'}, {'authorId': '52145162', 'name': 'S. Pan'}, {'authorId': '48583323', 'name': 'S. Gaur'}, {'authorId': '5509715', 'name': 'Shuya Hu'}, {'authorId': '144917947', 'name': 'Y. Yen'}]",35,2015,eafc742300dfc8561fd0cb711d59a83ce7262d50,"The pan-PI3K inhibitors are one treatment option for triple-negative breast cancer (TNBC). However, this treatment is ineffective for unknown reasons. Here, we report that aberrant expression of wingless-type MMTV integration site family (WNT) and activated WNT signals, which crosstalk with the PI3K-AKT-mTOR signaling pathway through GSK3β, plays the most critical role in resistance to pan-PI3K inhibitors in TNBC cells. GDC-0941 is a pan-PI3K inhibitor that activates the WNT/beta-catenin pathway in TNBC cells through stimulation of WNT secretion. GDC-0941-triggered WNT/beta-catenin pathway activation was observed in MDA-MB-231 and HCC1937 cells, which are TNBC cell lines showing aberrant WNT/beta-catenin activation, and not in SKBR3 and MCF7 cells. This observation is further investigated in vivo. GDC-0941 exhibited minimal tumor inhibition in MDA-MB-231 cells, but it significantly suppressed tumor growth in HER-positive SK-BR3 cells. In vivo mechanism study revealed the activation of WNT/beta-catenin pathway by GDC-0941. A synergistic effect was observed when combined treatment with GDC-0941 and the WNT inhibitor LGK974 at low concentrations in MDA-MB-231 cells. These findings indicated that WNT pathway activation conferred resistance in TNBC cells treated with GDC-0941. This resistance may be further circumvented through combined treatment with pan-PI3K and WNT inhibitors. Future clinical trials of these two inhibitors are warranted."
A randomized controlled phase II trial of a novel composition of paclitaxel embedded into neutral and cationic lipids targeting tumor endothelial cells in advanced triple-negative breast cancer (TNBC).,"[{'authorId': '2277862', 'name': 'A. Awada'}, {'authorId': '84041406', 'name': 'I. Bondarenko'}, {'authorId': '5198305', 'name': 'J. Bonneterre'}, {'authorId': '5130965', 'name': 'E. Nowara'}, {'authorId': '119979080', 'name': 'J. Ferrero'}, {'authorId': '35453128', 'name': 'A. Bakshi'}, {'authorId': '50371512', 'name': 'C. Wilke'}, {'authorId': '3754586', 'name': 'M. Piccart'}]",109,2014,e9e9e8486cfecce342eaeb5456b8e98f29081334,"BACKGROUND
EndoTAG-1, composed of paclitaxel embedded in liposomal membranes targeting tumor endothelial cells, was evaluated for safety and efficacy in advanced triple-negative breast cancer (TNBC).


PATIENTS AND METHODS
One hundred and forty patients were treated with weekly EndoTAG-1 (22 mg/m(2)) plus paclitaxel (70 mg/m(2)), twice weekly EndoTAG-1 (2× 44 mg/m(2)), or weekly paclitaxel (90 mg/m(2)) for greater than or equal to four cycles (3-week treatment + 1-week rest) or until progression/toxicity. Primary end point was progression-free survival (PFS) rate evaluated centrally after four cycles of therapy (week 16). The study was not powered for intergroup comparisons.


RESULTS
The PFS rate at week 16 was 59.1% [one-sided 95% CI: 45.6, ∞] on combination treatment, 34.2% [21.6, ∞] on EndoTAG-1, and 48.0% [30.5, ∞] on paclitaxel. Median PFS reached 4.2, 3.4, and 3.7 months, respectively. After complete treatment (week 41 analysis), median overall survival (OS) was 13.0, 11.9, and 13.1 months for the modified Intention-to-Treat (ITT) population and 15.1, 12.5, and 8.9 months for the per-protocol population, respectively. The clinical benefit rate was 53%, 31%, and 36% for the treatment groups. Safety analysis revealed known toxicities of the drugs with slight increases of grade 3/4 neutropenia on combination therapy.


CONCLUSION
Treatment of advanced TNBC with a combination of EndoTAG-1 and standard paclitaxel [Taxol® (Bristol-Myers Squibb GmbH), or equivalent generic formulation] was well tolerated and showed antitumor efficacy. The positive trend needs to be confirmed in a randomized phase III trial.


STUDY REGISTRATION
European Clinical Trials Database: EudraCT number 2006-002221-23. ClinicalTrials.gov identifier: NCT00448305."
"The latest progress in research on triple negative breast cancer (TNBC): risk factors, possible therapeutic targets and prognostic markers.","[{'authorId': '3654541', 'name': 'Qingli Jiao'}, {'authorId': '145007525', 'name': 'Aiguo Wu'}, {'authorId': '4754998', 'name': 'Guo-li Shao'}, {'authorId': '49349364', 'name': 'Haoyu Peng'}, {'authorId': '3571892', 'name': 'Mengchuan Wang'}, {'authorId': '145508958', 'name': 'Shu-feng Ji'}, {'authorId': '2108283725', 'name': 'Peng Liu'}, {'authorId': '2151811977', 'name': 'Jian Zhang'}]",54,2014,0376449684f46a37a39b06bf2f144fed0eb28464,"Triple negative breast cancer (TNBC) is one type of breast cancer (BC), which is defined as negative for estrogen receptor (ER), progesterone receptor (PR) and human epidermal growth factor receptor-2 (Her2). Its origins and development seem to be elusive. And for now, drugs like tamoxifen or trastuzumab which specifically apply to ER, PR or Her2 positive BC seem unforeseeable in TNBC clinical treatment. Due to its extreme malignancy, high recurrence rate and poor prognosis, a lot of work on the research of TNBC is needed. This review aims to summarize the latest findings in TNBC in risk factors, possible therapeutic targets and possible prognostic makers."
Abstract S5-01: Impact of the addition of carboplatin (Cb) and/or bevacizumab (B) to neoadjuvant weekly paclitaxel (P) followed by dose-dense AC on pathologic complete response (pCR) rates in triple-negative breast cancer (TNBC): CALGB 40603 (Alliance),"[{'authorId': '4149416', 'name': 'W. Sikov'}, {'authorId': '144543493', 'name': 'D. Berry'}, {'authorId': '1936356', 'name': 'C. Perou'}, {'authorId': '2111281382', 'name': 'Baljit Singh'}, {'authorId': '5115716', 'name': 'C. Cirrincione'}, {'authorId': '6019837', 'name': 'S. Tolaney'}, {'authorId': '15501147', 'name': 'C. Kuzma'}, {'authorId': '5970030', 'name': 'T. Pluard'}, {'authorId': '3224302', 'name': 'G. Somlo'}, {'authorId': '2911263', 'name': 'E. Port'}, {'authorId': '2591476', 'name': 'M. Golshan'}, {'authorId': '5250686', 'name': 'J. Bellon'}, {'authorId': '2321496346', 'name': 'Deborah Collyar'}, {'authorId': '5351070', 'name': 'O. Hahn'}, {'authorId': '2822772', 'name': 'L. Carey'}, {'authorId': '153742416', 'name': 'C. Hudis'}, {'authorId': '2369378', 'name': 'E. Winer'}]",63,2013,43e9038c65a073d24dc7ae33374c65dba91f800b,"Background: Anthracycline- and taxane-based neoadjuvant chemotherapy (NAC) results in a pCR in 30-35% of TNBC patients (pts), which is associated with improved recurrence-free and overall survival (RFS/OS). Thus, pCR rates may be useful in evaluating novel regimens in TNBC. In advanced TNBC, platinum analogues like Cb are active and addition of B to chemotherapy increases response rates and time to progression. CALGB 40603 is a 2×2 randomized phase II study designed to determine if the addition of either Cb or B to standard NAC significantly increases pCR rates in TNBC. Methods: Pts had operable clinical stage II-III TNBC, defined as hormone receptors Results: 454 pts enrolled, median age 48, stage II 68%/stage III 32%. Of 354 pts with treatment data, 59 did not complete NAC, 30 withdrew due to AEs, more often with B vs. not (11.5% vs. 3.5%). B was discontinued in 23% of assigned pts vs. 6-13% for other agents. Grade 3-4 neutropenia (56% vs. 20%) and thrombocytopenia (22% vs. 4%) were more common with Cb vs. not, while grade 3 hypertension was more common with B vs. not (11% vs. There is no evidence of an interaction between the effects of Cb and B (p = 0.64 and 0.44, for breast and breast/axilla, respectively). Conclusions: Preliminary results suggest that adding Cb or B to standard NAC significantly increases pCR rates in stage II-III TNBC. These increases are additive, with pCR (breast) in 60.6% and pCR (breast/axilla) in 50% of pts who received both. Complete and confirmed results will be reported, including pCR rates for basal-like tumors vs. not. Pts will be followed for RFS/OS to assess the impact of pCR on these endpoints. Conduct of the trial was supported by grants from the NIH (ACTNOW and CA31946/CA33601), Genentech and the BCRF. Clinical trial information: NCT00861705. Citation Information: Cancer Res 2013;73(24 Suppl): Abstract nr S5-01."
Advances in systemic therapies for triple negative breast cancer,"[{'authorId': '1401047577', 'name': 'R. Leon-Ferre'}, {'authorId': '47396641', 'name': 'M. Goetz'}]",142,2023,4c2c584d59e39c9ceebcf17cf6c99aeb9b1be6f7,"ABSTRACT Triple negative breast cancer (TNBC) continues to be the subtype of breast cancer with the highest rates of recurrence and mortality. The lack of expression of targetable proteins such as the estrogen receptor and absence of HER2 amplification have made relying on cytotoxic chemotherapy necessary for decades. In the operable setting, efforts to improve outcomes have focused on escalation of systemic therapy and a shift toward preoperative delivery followed by a response adapted approach to postoperative systemic therapy. An improved understanding of tumor biology has resulted in the identification of subsets of patients with specific molecular features, leading to testing and approval of multiple new targeted therapies for this disease. Furthermore, advances in drug development have led to the approval of antibody-drug conjugates that are redefining classification schemes for breast cancer. This review focuses on the modern management of TNBC, with particular focus on recent updates in the treatment of operable disease, and an overview of the most recent promising advances in the therapeutic landscape of metastatic disease. It discusses the practical challenges and unanswered questions resulting from the approval of neoadjuvant immunotherapy and shares an approach in the clinic on topics for which evidence is lacking. In addition, it provides a glimpse into the future, highlighting challenges and opportunities for biomarker based right-sizing of preoperative therapy, refining evaluation of response to preoperative therapy after surgery, early diagnosis and detection of relapse, and areas of needed research for metastatic TNBC."
Triple Negative Breast Cancer Treatment Options and Limitations: Future Outlook,"[{'authorId': '2120382786', 'name': 'O. Obidiro'}, {'authorId': '6907142', 'name': 'G. Battogtokh'}, {'authorId': '6823680', 'name': 'E. Akala'}]",95,2023,48814dc1c62f7f0d33d0ed3fb2a8ef33b57475c8,"Triple negative breast cancer (TNBC) has a negative expression of estrogen receptors (ER), progesterone receptors (PR), and human epidermal growth factor receptors (HER2). The survival rate for TNBC is generally worse than other breast cancer subtypes. TNBC treatment has made significant advances, but certain limitations remain. Treatment for TNBC can be challenging since the disease has various molecular subtypes. A variety of treatment options are available, such as chemotherapy, immunotherapy, radiotherapy, and surgery. Chemotherapy is the most common of these options. TNBC is generally treated with systemic chemotherapy using drugs such as anthracyclines and taxanes in neoadjuvant or adjuvant settings. Developing resistance to anticancer drugs and off-target toxicity are the primary hindrances to chemotherapeutic solutions for cancer. It is imperative that researchers, clinicians, and pharmaceutical companies work together to develop effective treatment options for TNBC. Several studies have suggested nanotechnology as a potential solution to the problem of suboptimal TNBC treatment. In this review, we summarized possible treatment options for TNBC, including chemotherapy, immunotherapy, targeted therapy, combination therapy, and nanoparticle-based therapy, and some solutions for the treatment of TNBC in the future. Moreover, we gave general information about TNBC in terms of its characteristics and aggressiveness."
Triple-Negative Breast Cancer and Predictive Markers of Response to Neoadjuvant Chemotherapy: A Systematic Review,"[{'authorId': '2179548755', 'name': 'Nadine S van den Ende'}, {'authorId': '122285697', 'name': 'Anh-Hien Nguyen'}, {'authorId': '3459395', 'name': 'A. Jager'}, {'authorId': '50664496', 'name': 'M. Kok'}, {'authorId': '4979338', 'name': 'R. Debets'}, {'authorId': '6014392', 'name': 'C. V. van Deurzen'}]",66,2023,06b1fedcea91372ebdad06086d0de1cf288c21cd,"Around 40–50% of all triple-negative breast cancer (TNBC) patients achieve a pathological complete response (pCR) after treatment with neoadjuvant chemotherapy (NAC). The identification of biomarkers predicting the response to NAC could be helpful for personalized treatment. This systematic review provides an overview of putative biomarkers at baseline that are predictive for a pCR following NAC. Embase, Medline and Web of Science were searched for articles published between January 2010 and August 2022. The articles had to meet the following criteria: patients with primary invasive TNBC without distant metastases and patients must have received NAC. In total, 2045 articles were screened by two reviewers resulting in the inclusion of 92 articles. Overall, the most frequently reported biomarkers associated with a pCR were a high expression of Ki-67, an expression of PD-L1 and the abundance of tumor-infiltrating lymphocytes, particularly CD8+ T cells, and corresponding immune gene signatures. In addition, our review reveals proteomic, genomic and transcriptomic markers that relate to cancer cells, the tumor microenvironment and the peripheral blood, which also affect chemo-sensitivity. We conclude that a prediction model based on a combination of tumor and immune markers is likely to better stratify TNBC patients with respect to NAC response."
Immunotherapy for Triple-Negative Breast Cancer: Combination Strategies to Improve Outcome,"[{'authorId': '2187867133', 'name': 'Liying Li'}, {'authorId': '2153304992', 'name': 'Fan Zhang'}, {'authorId': '46271306', 'name': 'Zhenyu Liu'}, {'authorId': '10719742', 'name': 'Z. Fan'}]",52,2023,aed5a106274c339ff13bd78bdaac72bad36825ad,"Simple Summary For decades, countless efforts have been devoted to developing targeted drugs to improve the prognosis of triple-negative breast cancer (TNBC). Among the novel therapies that have been approved for the clinical management of TNBC, immunotherapy shows great potential. Although exciting progress has been made in immunotherapy for TNBC, there are still gaps to fill. This review will analyze current immunotherapy strategies in TNBC, summarize the current landscape of clinical trials, review the results achieved, and shed light on future developments. Abstract Due to the absence of hormone receptor (both estrogen receptors and progesterone receptors) along with human epidermal growth factor receptor 2 (HER-2) amplification, the treatment of triple-negative breast cancer (TNBC) cannot benefit from endocrine or anti-HER-2 therapy. For a long time, chemotherapy was the only systemic treatment for TNBC. Due to the lack of effective treatment options, the prognosis for TNBC is extremely poor. The successful application of immune checkpoint inhibitors (ICIs) launched the era of immunotherapy in TNBC. However, the current findings show modest efficacy of programmed cell death- (ligand) 1 (PD-(L)1) inhibitors monotherapy and only a small proportion of patients can benefit from this approach. Based on the basic principles of immunotherapy and the characteristics of the tumor immune microenvironment (TIME) in TNBC, immune combination therapy is expected to further enhance the efficacy and expand the beneficiary population of patients. Given the diversity of drugs that can be combined, it is important to select effective biomarkers to identify the target population. Moreover, the side effects associated with the combination of multiple drugs should also be considered."
"Triple negative breast cancer: Immunogenicity, tumor microenvironment, and immunotherapy","[{'authorId': '2160020880', 'name': 'Sotiris Loizides'}, {'authorId': '5185482', 'name': 'A. Constantinidou'}]",33,2023,2121fbea37c4c904c3d307ad4070f165d0cebcaa,"Triple negative breast cancer (TNBC) is a biologically diverse subtype of breast cancer characterized by genomic and transcriptional heterogeneity and exhibiting aggressive clinical behaviour and poor prognosis. In recent years, emphasis has been placed on the identification of mechanisms underlying the complex genomic and biological profile of TNBC, aiming to tailor treatment strategies. High immunogenicity, specific immune activation signatures, higher expression of immunosuppressive genes and higher levels of stromal Tumor Infiltrating Lymphocytes, constitute some of the key elements of the immune driven landscape associated with TNBC. The unprecedented response of TNBC to immunotherapy has undoubtedly changed the standard of care in this disease both in the early and the metastatic setting. However, the extent of interplay between immune infiltration and mutational signatures in TNBC is yet to be fully unravelled. In the present review, we present clinical evidence on the immunogenicity and tumour microenvironment influence on TNBC progression and the current treatment paradigms in TNBC based on immunotherapy."
